Amount Converted (USD),-,Convert values in Col E associated with their respective currency in Col D. Round the output.,,,,,,,,,,,,,
"Action 1. Using the data provided below, add helper columns from col K to col P to compute the headers?",,,,,,,,,,,,,,,
Row 6 is provided as sample data.,,,,,,,,,,,,,,,
Month,-,mmm-yy format,,,,,,,,,,,,,
Week,-,Week of the month,,,,,,,,,,,,,
Quarter,-,yy_Quarter m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Record ID (18char),Project Name,Opp Close Date,Currency,Amount,Total Line Items,Total Closed Live Product Item,Total Closed Dropped Item,Duration of the Project,Opp Created Date,"Amount Converted
(USD)",Opp Created Month,Opp Created Quarter,Close Won Week,Close Won Month,Close Won Quarter
0065j00001apGvIAAU,O-02875,09/01/2024,INR,625,1,0,1,13,06/01/2024,7.53,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001apGvIAAU,O-02875,09/01/2024,INR,625,1,0,1,13,06/01/2024,7.53,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001apGvIAAU,O-02875,09/01/2024,INR,625,1,0,1,13,06/01/2024,7.53,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001apGvIAAU,O-02875,09/01/2024,INR,625,1,0,1,13,6/1/2024,7.53,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001apGvIAAU,O-02875,09/01/2024,INR,625,15,0,15,13,06/01/2024,7.53,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001UqTpJAAV,O-02876,09/01/2024,INR,625,1,0,1,13,07/11/2023,7.53,Nov-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001UqTpJAAV,O-02876,09/01/2024,INR,625,1,0,1,13,07/11/2023,7.53,Nov-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001UqTpJAAV,O-02876,09/01/2024,INR,625,1,0,1,13,07/11/2023,7.53,Nov-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001UqTpJAAV,O-02876,09/01/2024,INR,625,1,0,1,13,07/11/2023,7.53,Nov-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001UqTpJAAV,O-02876,09/01/2024,INR,625,15,0,15,13,7/11/2023,7.53,Nov-23,23_Quarter 4,Week 2,Jan-24,24_Quarter 1
0065j00001asxocAAA,O-02877,09/01/2024,AED,128.33,1,1,0,1,09/01/2024,34.97,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001arrwlAAA,O-02878,09/01/2024,AED,128.55,1,0,1,41,08/01/2024,35.03,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001atJBpAAM,O-02879,11/01/2024,AED,128.33,1,1,0,27,09/01/2024,34.97,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001at8AeAAI,O-02880,10/01/2024,INR,335.45,2,2,0,20,09/01/2024,4.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avpRaAAI,O-02881,10/01/2024,INR,833.33,1,1,0,147,10/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avpRaAAI,O-02881,10/01/2024,INR,833.33,1,1,0,147,10/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avpRaAAI,O-02881,10/01/2024,INR,833.33,1,1,0,147,10/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avpRaAAI,O-02881,10/01/2024,INR,833.33,1,0,1,147,10/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avpRaAAI,O-02881,10/01/2024,INR,833.33,15,0,15,147,10/01/2024,10.04,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avQO6AAM,O-02882,10/01/2024,GBP,161,10,0,0,126,10/01/2024,204.47,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avQO6AAM,O-02882,10/01/2024,GBP,161,1,0,0,126,10/01/2024,204.47,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avweMAAQ,O-02883,10/01/2024,INR,494.35,1,1,0,147,10/01/2024,5.96,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avweMAAQ,O-02883,10/01/2024,INR,494.35,1,1,0,147,10/01/2024,5.96,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avweMAAQ,O-02883,10/01/2024,INR,494.35,1,0,1,147,10/01/2024,5.96,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avweMAAQ,O-02883,10/01/2024,INR,494.35,1,0,1,147,10/01/2024,5.96,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avweMAAQ,O-02883,10/01/2024,INR,494.35,15,2,13,147,10/01/2024,5.96,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001avulmAAA,O-02884,09/02/2024,INR,1500,1,0,1,220,10/01/2024,18.07,Jan-24,24_Quarter 1,Week 2,Feb-24,24_Quarter 1
0065j00001avulmAAA,O-02884,09/02/2024,INR,1500,1,0,1,220,10/01/2024,18.07,Jan-24,24_Quarter 1,Week 2,Feb-24,24_Quarter 1
0065j00001avulmAAA,O-02884,09/02/2024,INR,1500,1,0,1,220,10/01/2024,18.07,Jan-24,24_Quarter 1,Week 2,Feb-24,24_Quarter 1
0065j00001avulmAAA,O-02884,09/02/2024,INR,1500,1,0,1,220,10/01/2024,18.07,Jan-24,24_Quarter 1,Week 2,Feb-24,24_Quarter 1
0065j00001avulmAAA,O-02884,09/02/2024,INR,1500,15,0,15,220,10/01/2024,18.07,Jan-24,24_Quarter 1,Week 2,Feb-24,24_Quarter 1
0065j00001aw5NSAAY,O-02888,15/01/2024,INR,565,1,1,0,14,10/01/2024,6.81,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aw5NSAAY,O-02888,15/01/2024,INR,565,1,0,1,14,10/01/2024,6.81,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aw5NSAAY,O-02888,15/01/2024,INR,565,1,0,1,14,10/01/2024,6.81,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aw5NSAAY,O-02888,15/01/2024,INR,565,1,0,1,14,10/01/2024,6.81,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aw5NSAAY,O-02888,15/01/2024,INR,565,15,6,9,14,10/01/2024,6.81,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001b3bbtAAA,O-02889,11/01/2024,INR,0,2,2,0,19,11/01/2024,0,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001b4FktAAE,O-02891,18/01/2024,INR,2118.67,4,0,4,4,11/01/2024,25.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001b4FktAAE,O-02891,18/01/2024,INR,2118.67,4,4,0,4,11/01/2024,25.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001b4FktAAE,O-02891,18/01/2024,INR,2118.67,4,0,4,4,11/01/2024,25.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001b4FktAAE,O-02891,18/01/2024,INR,2118.67,60,8,52,4,11/01/2024,25.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001b4FktAAE,O-02891,18/01/2024,INR,2118.67,4,0,4,4,11/01/2024,25.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001EwYIFAA3,O-02892,12/01/2024,USD,45,1,1,0,34,12/06/2023,45,Jun-23,23_Quarter 2,Week 2,Jan-24,24_Quarter 1
0065j00001b4T5bAAE,O-02893,12/01/2024,INR,83.33,1,1,0,41,11/01/2024,1,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001b4MEvAAM,O-02894,15/01/2024,AED,826.45,5,2,3,67,11/01/2024,225.19,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001axvEsAAI,O-02895,12/01/2024,GBP,180,3,1,2,99,11/01/2024,228.6,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001axvEsAAI,O-02895,12/01/2024,GBP,180,3,1,2,99,11/01/2024,228.6,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001bH0cEAAS,O-02896,12/01/2024,AED,128.33,1,1,0,5,12/01/2024,34.97,Jan-24,24_Quarter 1,Week 2,Jan-24,24_Quarter 1
0065j00001awPTIAA2,O-02897,16/01/2024,USD,20,1,1,0,8,10/01/2024,20,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bHvsoAAC,O-02898,16/01/2024,INR,625,1,0,1,7,12/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bHvsoAAC,O-02898,16/01/2024,INR,625,1,1,0,7,12/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bHvsoAAC,O-02898,16/01/2024,INR,625,1,1,0,7,12/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bHvsoAAC,O-02898,16/01/2024,INR,625,1,0,1,7,12/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bHvsoAAC,O-02898,16/01/2024,INR,625,15,0,15,7,12/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001SxBGeAAN,O-02899,15/01/2024,INR,1200,4,4,0,46,16/10/2023,14.46,Oct-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001YwKQHAA3,O-02900,18/01/2024,INR,566.67,1,1,0,50,22/12/2023,6.83,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001YwKQHAA3,O-02900,18/01/2024,INR,566.67,1,0,1,50,22/12/2023,6.83,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001YwKQHAA3,O-02900,18/01/2024,INR,566.67,1,1,0,50,22/12/2023,6.83,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001YwKQHAA3,O-02900,18/01/2024,INR,566.67,1,1,0,50,22/12/2023,6.83,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001YwKQHAA3,O-02900,18/01/2024,INR,566.67,15,2,13,50,22/12/2023,6.83,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001aTHqLAAW,O-02905,16/01/2024,INR,1333.33,1,1,0,185,04/01/2024,16.06,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aTHqLAAW,O-02905,16/01/2024,INR,1333.33,1,0,1,185,04/01/2024,16.06,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aTHqLAAW,O-02905,16/01/2024,INR,1333.33,1,0,1,185,04/01/2024,16.06,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aTHqLAAW,O-02905,16/01/2024,INR,1333.33,1,0,1,185,04/01/2024,16.06,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aSMyGAAW,O-02902,17/01/2024,INR,666.67,2,2,0,0,04/01/2024,8.03,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001X0gbZAAR,O-02903,18/01/2024,INR,666.67,1,1,0,67,01/12/2023,8.03,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001X0gbZAAR,O-02903,18/01/2024,INR,666.67,1,0,1,67,01/12/2023,8.03,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001X0gbZAAR,O-02903,18/01/2024,INR,666.67,1,0,1,67,01/12/2023,8.03,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001X0gbZAAR,O-02903,18/01/2024,INR,666.67,1,0,1,67,01/12/2023,8.03,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001X0gbZAAR,O-02903,18/01/2024,INR,666.67,15,0,15,67,01/12/2023,8.03,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001awTBZAA2,O-02904,15/01/2024,INR,1083.33,1,0,1,42,10/01/2024,13.05,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001awTBZAA2,O-02904,15/01/2024,INR,1083.33,1,1,0,42,10/01/2024,13.05,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aTHqLAAW,O-02905,16/01/2024,INR,1333.33,15,0,15,185,04/01/2024,16.06,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aTHqLAAW,O-02905,16/01/2024,INR,1333.33,1,1,0,185,04/01/2024,16.06,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aTHqLAAW,O-02905,16/01/2024,INR,1333.33,1,1,0,185,04/01/2024,16.06,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aTHqLAAW,O-02905,16/01/2024,INR,1333.33,1,1,0,185,04/01/2024,16.06,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bSo43AAC,O-02906,16/01/2024,INR,833.33,1,1,0,21,15/01/2024,10.04,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bSo43AAC,O-02906,16/01/2024,INR,833.33,1,1,0,21,15/01/2024,10.04,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bSo43AAC,O-02906,16/01/2024,INR,833.33,1,1,0,21,15/01/2024,10.04,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bSo43AAC,O-02906,16/01/2024,INR,833.33,1,0,1,21,15/01/2024,10.04,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bSo43AAC,O-02906,16/01/2024,INR,833.33,1,0,1,21,15/01/2024,10.04,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bSo43AAC,O-02906,16/01/2024,INR,833.33,1,1,0,21,15/01/2024,10.04,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bSo43AAC,O-02906,16/01/2024,INR,833.33,15,2,13,21,15/01/2024,10.04,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001UsooEAAR,O-02908,16/01/2024,INR,416.67,1,1,0,76,08/11/2023,5.02,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001UsooEAAR,O-02908,16/01/2024,INR,416.67,1,0,1,76,08/11/2023,5.02,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001UsooEAAR,O-02908,16/01/2024,INR,416.67,1,0,1,76,08/11/2023,5.02,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001UsooEAAR,O-02908,16/01/2024,INR,416.67,1,0,1,76,08/11/2023,5.02,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001UsooEAAR,O-02908,16/01/2024,INR,416.67,15,1,14,76,08/11/2023,5.02,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001axtnrAAA,O-02909,16/01/2024,GBP,55,1,1,0,65,11/01/2024,69.85,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001aPPmCAAW,O-02910,04/01/2024,USD,40,1,1,0,,03/01/2024,40,Jan-24,24_Quarter 1,Week 1,Jan-24,24_Quarter 1
0065j00001bT0t9AAC,O-02911,16/01/2024,GBP,100,1,0,1,204,15/01/2024,127,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bN7NHAA0,O-02913,16/01/2024,USD,65,1,0,1,66,14/01/2024,65,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001awB0hAAE,O-02915,16/01/2024,USD,35,1,1,0,6,10/01/2024,35,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bWhmlAAC,O-02916,16/01/2024,USD,35,1,0,1,6,16/01/2024,35,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001WwJOoAAN,O-02917,02/02/2024,INR,1833.33,2,2,0,45,30/11/2023,22.09,Nov-23,23_Quarter 4,Week 1,Feb-24,24_Quarter 1
0065j00001WwJOoAAN,O-02917,02/02/2024,INR,1833.33,2,0,2,45,30/11/2023,22.09,Nov-23,23_Quarter 4,Week 1,Feb-24,24_Quarter 1
0065j00001WwJOoAAN,O-02917,02/02/2024,INR,1833.33,2,0,2,45,30/11/2023,22.09,Nov-23,23_Quarter 4,Week 1,Feb-24,24_Quarter 1
0065j00001WwJOoAAN,O-02917,02/02/2024,INR,1833.33,2,0,2,45,30/11/2023,22.09,Nov-23,23_Quarter 4,Week 1,Feb-24,24_Quarter 1
0065j00001WwJOoAAN,O-02917,02/02/2024,INR,1833.33,30,4,26,45,30/11/2023,22.09,Nov-23,23_Quarter 4,Week 1,Feb-24,24_Quarter 1
0065j00001bWgEEAA0,O-02921,16/01/2024,USD,35,1,1,0,3,16/01/2024,35,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001ac8YSAAY,O-02922,23/01/2024,INR,625,1,1,0,4,05/01/2024,7.53,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001ac8YSAAY,O-02922,23/01/2024,INR,625,1,0,1,4,05/01/2024,7.53,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001ac8YSAAY,O-02922,23/01/2024,INR,625,1,0,1,4,05/01/2024,7.53,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001ac8YSAAY,O-02922,23/01/2024,INR,625,1,0,1,4,05/01/2024,7.53,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001artlLAAQ,O-03507,22/01/2024,INR,666.67,1,1,0,0,08/01/2024,8.03,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001artlLAAQ,O-06597,22/01/2024,INR,666.67,1,0,1,21,08/01/2024,8.03,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001artlLAAQ,O-02923,22/01/2024,INR,666.67,1,1,0,-15,08/01/2024,8.03,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001artlLAAQ,O-02923,22/01/2024,INR,666.67,1,1,0,-15,08/01/2024,8.03,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001artlLAAQ,O-06597,22/01/2024,INR,666.67,15,1,14,21,08/01/2024,8.03,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
0065j00001ZEri1AAD,O-02924,19/01/2024,INR,75000,150,0,0,578,26/12/2023,903.61,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001ZEri1AAD,O-02924,19/01/2024,INR,75000,150,0,0,578,26/12/2023,903.61,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001ZEri1AAD,O-02924,19/01/2024,INR,75000,150,0,0,578,26/12/2023,903.61,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001ZEri1AAD,O-02924,19/01/2024,INR,75000,150,0,0,578,26/12/2023,903.61,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001ZEri1AAD,O-02924,19/01/2024,INR,75000,2250,0,0,578,26/12/2023,903.61,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001bT5hbAAC,O-02925,17/01/2024,USD,448,14,0,14,36,15/01/2024,448,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bc17DAAQ,O-02927,17/01/2024,INR,0,2,2,0,2,17/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001arkqnAAA,O-02930,27/02/2024,INR,833.33,1,0,1,84,08/01/2024,10.04,Jan-24,24_Quarter 1,Week 4,Feb-24,24_Quarter 1
0065j00001arkqnAAA,O-02930,27/02/2024,INR,833.33,1,0,1,84,08/01/2024,10.04,Jan-24,24_Quarter 1,Week 4,Feb-24,24_Quarter 1
0065j00001arkqnAAA,O-02930,27/02/2024,INR,833.33,1,0,1,84,08/01/2024,10.04,Jan-24,24_Quarter 1,Week 4,Feb-24,24_Quarter 1
0065j00001arkqnAAA,O-02930,27/02/2024,INR,833.33,1,0,1,84,08/01/2024,10.04,Jan-24,24_Quarter 1,Week 4,Feb-24,24_Quarter 1
0065j00001ariIgAAI,O-02928,17/01/2024,INR,625,1,0,1,41,08/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001ariIgAAI,O-02928,17/01/2024,INR,625,1,0,1,41,08/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001ariIgAAI,O-02928,17/01/2024,INR,625,1,0,1,41,08/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001ariIgAAI,O-02928,17/01/2024,INR,625,1,0,1,41,08/01/2024,7.53,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001YfMxpAAF,O-02929,17/01/2024,USD,195,1,1,0,62,20/12/2023,195,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001arkqnAAA,O-02930,27/02/2024,INR,833.33,15,0,15,84,08/01/2024,10.04,Jan-24,24_Quarter 1,Week 4,Feb-24,24_Quarter 1
0065j00001WKeWAAA1,O-02932,18/01/2024,INR,2966.67,4,0,4,53,23/11/2023,35.74,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001WKeWAAA1,O-02932,18/01/2024,INR,2966.67,4,0,4,53,23/11/2023,35.74,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001WKeWAAA1,O-02932,18/01/2024,INR,2966.67,4,0,4,53,23/11/2023,35.74,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001WKeWAAA1,O-02932,18/01/2024,INR,2966.67,4,0,4,53,23/11/2023,35.74,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001WKeWAAA1,O-02932,18/01/2024,INR,2966.67,60,27,33,53,23/11/2023,35.74,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001bc0TfAAI,O-02933,17/01/2024,INR,0,2,2,0,42,17/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bdE3gAAE,O-02936,18/01/2024,USD,165,3,0,3,20,17/01/2024,165,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bl1PwAAI,O-02939,18/01/2024,INR,500,2,2,0,139,18/01/2024,6.02,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001VGIByAAP,O-02940,18/01/2024,INR,625,15,0,15,13,13/11/2023,7.53,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001VGIByAAP,O-02940,18/01/2024,INR,625,1,0,1,13,13/11/2023,7.53,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001VGIByAAP,O-02940,18/01/2024,INR,625,1,1,0,13,13/11/2023,7.53,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001VGIByAAP,O-02940,18/01/2024,INR,625,1,0,1,13,13/11/2023,7.53,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001VGIByAAP,O-02940,18/01/2024,INR,625,1,0,1,13,13/11/2023,7.53,Nov-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001bkNz7AAE,O-02942,18/01/2024,INR,400,1,1,0,1,18/01/2024,4.82,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001blLcFAAU,O-02943,18/01/2024,USD,65,1,1,0,1,18/01/2024,65,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001YqU7FAAV,O-02946,18/01/2024,USD,360,9,0,9,75,21/12/2023,360,Dec-23,23_Quarter 4,Week 3,Jan-24,24_Quarter 1
0065j00001bl1EFAAY,O-02948,29/01/2024,INR,1000,2,0,2,24,18/01/2024,12.05,Jan-24,24_Quarter 1,Week 5,Jan-24,24_Quarter 1
0065j00001bl1EFAAY,O-02948,29/01/2024,INR,1000,2,2,0,24,18/01/2024,12.05,Jan-24,24_Quarter 1,Week 5,Jan-24,24_Quarter 1
0065j00001bl1EFAAY,O-02948,29/01/2024,INR,1000,2,0,2,24,18/01/2024,12.05,Jan-24,24_Quarter 1,Week 5,Jan-24,24_Quarter 1
0065j00001bl1EFAAY,O-02948,29/01/2024,INR,1000,2,0,2,24,18/01/2024,12.05,Jan-24,24_Quarter 1,Week 5,Jan-24,24_Quarter 1
0065j00001blKyyAAE,O-02949,18/01/2024,INR,0,20,20,0,2,18/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001blM59AAE,O-02950,18/01/2024,INR,0,3,3,0,2,18/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001blXuYAAU,O-02951,19/01/2024,INR,0,6,6,0,1,18/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001blDR9AAM,O-02952,18/01/2024,INR,0,4,3,1,7,18/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bcxODAAY,O-02953,18/01/2024,INR,0,1,1,0,1,17/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bcjc2AAA,O-02954,19/01/2024,AED,165.29,1,1,0,48,17/01/2024,45.04,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bkNuNAAU,O-02955,18/01/2024,GBP,135,3,3,0,176,18/01/2024,171.45,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bmWYkAAM,O-02956,19/01/2024,INR,0,2,2,0,14,18/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bq1NRAAY,O-02957,19/01/2024,INR,0,4,4,0,1,19/01/2024,0,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001arkr2AAA,O-02959,19/01/2024,INR,4666.67,14,14,0,89,08/01/2024,56.22,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bpwrzAAA,O-02960,19/01/2024,INR,2500,3,0,3,17,19/01/2024,30.12,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001bpwrzAAA,O-02960,19/01/2024,INR,2500,2,1,1,17,19/01/2024,30.12,Jan-24,24_Quarter 1,Week 3,Jan-24,24_Quarter 1
0065j00001brBLQAA2,O-02961,22/01/2024,AED,7610.16,74,5,69,242,19/01/2024,2073.61,Jan-24,24_Quarter 1,Week 4,Jan-24,24_Quarter 1
